"Order ID","Customer ID","Platform","Order Date & Time","Promised Delivery (Minutes)","Actual Delivery (Minutes)","Product Category","Order Value (INR)","Items Count","Customer Feedback","Service Rating","Delivery Delay","Refund Requested"
"ORD081022","CUST0001","Blinkit","2025-01-14 11:32:14","35","40","Personal Care","471","2","Good quality products.","4","Yes","No"
"ORD081023","CUST0001","JioMart","2025-01-14 11:35:18","21","14","Dairy","478","5","Great value for money.","4","No","No"
"ORD081024","CUST0013","JioMart","2025-01-14 11:35:51","22","25","Grocery","429","3","Product arrived damaged.","2","Yes","Yes"
"ORD081025","CUST0001","JioMart","2025-01-14 11:36:02","28","48","Snacks","368","4","Items missing from order.","2","Yes","Yes"
"ORD081026","CUST0003","JioMart","2025-01-14 11:38:47","28","14","Personal Care","425","1","Easy to order, loved it!","5","No","No"
"ORD081027","CUST0007","Blinkit","2025-01-14 11:39:22","26","18","Snacks","211","11","Product quality was average.","5","No","No"
"ORD081028","CUST0001","Blinkit","2025-01-14 11:40:14","30","24","Beverages","1077","6","Horrible experience, never ordering again.","4","No","No"
"ORD081029","CUST0006","Swiggy Instamart","2025-01-14 11:40:48","26","18","Snacks","264","5","Packaging could be better.","5","No","No"
"ORD081030","CUST0006","Blinkit","2025-01-14 11:41:39","22","14","Dairy","382","4","Easy to order, loved it!","4","No","No"
"ORD081031","CUST0003","Blinkit","2025-01-14 11:43:42","27","36","Dairy","413","5","Easy to order, loved it!","5","Yes","No"
"ORD081032","CUST0002","Blinkit","2025-01-14 11:43:55","21","12","Beverages","782","3","Very late delivery, not happy.","2","No","No"
"ORD081033","CUST0088","Swiggy Instamart","2025-01-14 11:44:08","33","30","Snacks","497","3","Great value for money.","3","No","Yes"
"ORD081034","CUST0001","Swiggy Instamart","2025-01-14 11:44:15","30","24","Dairy","515","2","Packaging could be better.","3","No","No"
"ORD081035","CUST0007","JioMart","2025-01-14 11:46:06","25","23","Beverages","204","2","Very satisfied with the service.","4","No","No"
"ORD081036","CUST0097","Swiggy Instamart","2025-01-14 11:46:47","19","12","Grocery","585","4","Order was okay, nothing special.","5","No","No"
"ORD081037","CUST0006","Swiggy Instamart","2025-01-14 11:48:16","35","31","Personal Care","376","2","Great value for money.","5","No","No"
"ORD081038","CUST0016","Swiggy Instamart","2025-01-14 11:50:20","25","22","Dairy","177","6","Quick and reliable!","5","No","No"
"ORD081039","CUST0002","Swiggy Instamart","2025-01-14 11:50:27","40","38","Fruits & Vegetables","179","6","Horrible experience, never ordering again.","3","No","Yes"
"ORD081040","CUST0002","Blinkit","2025-01-14 11:50:54","30","26","Snacks","299","5","Order was okay, nothing special.","2","No","No"
"ORD081041","CUST0001","Blinkit","2025-01-14 11:53:22","38","56","Fruits & Vegetables","873","3","Great value for money.","4","Yes","No"
"ORD081042","CUST0001","JioMart","2025-01-14 11:54:16","18","14","Grocery","1100","4","Wrong item delivered.","2","No","No"
"ORD081043","CUST0001","Swiggy Instamart","2025-01-14 12:00:25","28","10","Beverages","740","6","Easy to order, loved it!","5","No","No"
"ORD081044","CUST0013","Blinkit","2025-01-14 12:05:07","30","26","Snacks","253","3","Fast delivery, great service!","3","No","No"
"ORD081045","CUST0002","JioMart","2025-01-14 12:05:23","32","25","Fruits & Vegetables","402","5","Order was okay, nothing special.","5","No","No"
"ORD081046","CUST0209","JioMart","2025-01-14 12:06:15","34","68","Personal Care","574","3","Delivery was a little slow but acceptable.","4","Yes","Yes"
"ORD081047","CUST0001","Blinkit","2025-01-14 12:06:19","19","17","Dairy","460","6","Wrong item delivered.","3","No","No"
"ORD081048","CUST0018","JioMart","2025-01-14 12:08:39","36","34","Fruits & Vegetables","165","3","Easy to order, loved it!","2","No","Yes"
"ORD081049","CUST0001","Blinkit","2025-01-14 12:11:44","23","36","Dairy","253","2","Packaging could be better.","2","Yes","Yes"
"ORD081050","CUST0008","Blinkit","2025-01-14 12:12:09","28","39","Snacks","290","9","Very satisfied with the service.","4","Yes","Yes"
"ORD081051","CUST0001","Blinkit","2025-01-14 12:12:38","27","19","Snacks","303","3","Not fresh, disappointed.","3","No","No"
"ORD081052","CUST0004","Blinkit","2025-01-14 12:13:17","25","22","Grocery","1544","8","Very satisfied with the service.","3","No","No"
"ORD081053","CUST0011","Swiggy Instamart","2025-01-14 12:13:22","20","35","Grocery","544","4","Excellent experience!","4","Yes","No"
"ORD081054","CUST0001","JioMart","2025-01-14 12:18:47","20","16","Grocery","500","6","Wrong item delivered.","2","No","No"
"ORD081055","CUST0001","Swiggy Instamart","2025-01-14 12:20:15","29","25","Personal Care","316","3","Easy to order, loved it!","5","No","No"
"ORD081056","CUST0156","Swiggy Instamart","2025-01-14 12:21:17","30","28","Personal Care","486","2","Easy to order, loved it!","5","No","No"
"ORD081057","CUST0001","JioMart","2025-01-14 12:22:25","24","20","Grocery","453","4","Product quality was average.","3","No","No"
"ORD081058","CUST0001","JioMart","2025-01-14 12:22:32","28","48","Dairy","747","6","Cold items arrived melted.","2","Yes","Yes"
"ORD081059","CUST0002","JioMart","2025-01-14 12:26:46","30","40","Beverages","656","6","Very late delivery, not happy.","2","Yes","Yes"
"ORD081060","CUST0004","Blinkit","2025-01-14 12:29:24","36","60","Fruits & Vegetables","269","4","Not fresh, disappointed.","2","Yes","Yes"
"ORD081061","CUST0002","Blinkit","2025-01-14 12:30:25","37","34","Fruits & Vegetables","181","2","Order was okay, nothing special.","3","No","No"
"ORD081062","CUST0003","Swiggy Instamart","2025-01-14 12:31:46","29","19","Snacks","379","5","Horrible experience, never ordering again.","2","No","No"
"ORD081063","CUST0001","JioMart","2025-01-14 12:33:47","40","31","Personal Care","701","3","Good quality products.","4","No","No"
"ORD081064","CUST0002","JioMart","2025-01-14 12:35:17","22","19","Beverages","594","4","Cold items arrived melted.","3","No","No"
"ORD081065","CUST0002","Swiggy Instamart","2025-01-14 12:35:21","26","22","Snacks","616","4","Quick and reliable!","3","No","No"
"ORD081066","CUST0004","Swiggy Instamart","2025-01-14 12:37:02","32","30","Personal Care","1739","3","Decent experience overall.","2","No","No"
"ORD081067","CUST0001","JioMart","2025-01-14 12:37:52","34","26","Personal Care","528","2","Easy to order, loved it!","5","No","No"
"ORD081068","CUST0005","Swiggy Instamart","2025-01-14 12:38:09","24","18","Dairy","382","4","Excellent experience!","4","No","No"
"ORD081069","CUST0002","JioMart","2025-01-14 12:38:40","22","17","Grocery","620","6","Excellent experience!","4","No","No"
"ORD081070","CUST0001","JioMart","2025-01-14 12:39:18","24","37","Beverages","515","4","Very late delivery, not happy.","1","Yes","Yes"
"ORD081071","CUST0001","Swiggy Instamart","2025-01-14 12:40:06","34","29","Snacks","302","4","Will definitely order again!","4","No","No"
"ORD081072","CUST0001","Swiggy Instamart","2025-01-14 12:41:24","28","25","Snacks","241","5","Smooth ordering and quick delivery.","5","No","No"
"ORD081073","CUST0001","Blinkit","2025-01-14 12:41:25","31","25","Beverages","737","3","Fast delivery, great service!","5","No","No"
"ORD081074","CUST0013","Swiggy Instamart","2025-01-14 12:42:06","35","27","Fruits & Vegetables","425","3","Product quality was average.","4","No","No"
"ORD081075","CUST0002","Swiggy Instamart","2025-01-14 12:42:13","27","24","Snacks","325","3","Order was okay, nothing special.","4","No","No"
"ORD081076","CUST0002","JioMart","2025-01-14 12:43:22","40","37","Fruits & Vegetables","120","3","Product quality was average.","3","No","No"
"ORD081077","CUST0001","Blinkit","2025-01-14 12:46:28","34","26","Personal Care","623","1","Excellent experience!","3","No","No"
"ORD081078","CUST0749","JioMart","2025-01-14 12:47:03","26","16","Grocery","420","4","Quick and reliable!","5","No","No"
"ORD081079","CUST0025","Blinkit","2025-01-14 12:51:59","24","18","Beverages","216","6","Excellent experience!","4","No","No"
"ORD081080","CUST0004","Swiggy Instamart","2025-01-14 12:52:27","26","23","Beverages","745","4","Packaging could be better.","3","No","No"
"ORD081081","CUST0003","Blinkit","2025-01-14 12:52:40","23","21","Beverages","522","3","Very satisfied with the service.","3","No","No"
"ORD081082","CUST0001","JioMart","2025-01-14 12:58:57","22","19","Dairy","436","7","Easy to order, loved it!","4","No","No"
"ORD081083","CUST0010","JioMart","2025-01-14 13:00:46","34","29","Personal Care","296","4","Horrible experience, never ordering again.","2","No","Yes"
"ORD081084","CUST0003","Swiggy Instamart","2025-01-14 13:01:03","29","21","Snacks","150","5","Smooth ordering and quick delivery.","5","No","No"
"ORD081085","CUST0011","JioMart","2025-01-14 13:03:14","39","60","Fruits & Vegetables","372","5","Smooth ordering and quick delivery.","3","Yes","No"
"ORD081086","CUST0002","Blinkit","2025-01-14 13:03:52","25","17","Beverages","406","2","Product arrived damaged.","5","No","No"
"ORD081087","CUST0001","Blinkit","2025-01-14 13:04:27","23","18","Grocery","990","4","Quick and reliable!","4","No","Yes"
"ORD081088","CUST0008","Swiggy Instamart","2025-01-14 13:04:34","32","30","Snacks","310","4","Delivery was a little slow but acceptable.","3","No","No"
"ORD081089","CUST0019","Blinkit","2025-01-14 13:04:43","36","31","Personal Care","572","4","Will definitely order again!","5","No","No"
"ORD081090","CUST0003","Swiggy Instamart","2025-01-14 13:04:44","20","18","Grocery","225","7","Delivery was a little slow but acceptable.","5","No","No"
"ORD081091","CUST0208","JioMart","2025-01-14 13:04:53","36","32","Personal Care","779","3","Very satisfied with the service.","4","No","No"
"ORD081092","CUST0016","JioMart","2025-01-14 13:06:02","17","14","Grocery","869","5","Delivery was a little slow but acceptable.","4","No","No"
"ORD081093","CUST0024","JioMart","2025-01-14 13:06:34","27","20","Snacks","426","7","Fast delivery, great service!","4","No","No"
"ORD081094","CUST0001","Swiggy Instamart","2025-01-14 13:07:14","21","14","Grocery","525","3","Packaging could be better.","3","No","Yes"
"ORD081095","CUST0022","JioMart","2025-01-14 13:09:09","25","17","Beverages","126","6","Delivery person was rude.","2","No","Yes"
"ORD081096","CUST0001","Blinkit","2025-01-14 13:11:25","24","21","Grocery","984","4","Fast delivery, great service!","5","No","No"
"ORD081097","CUST1507","Blinkit","2025-01-14 13:12:04","29","27","Snacks","685","6","Fast delivery, great service!","4","No","Yes"
"ORD081098","CUST0002","Blinkit","2025-01-14 13:14:11","29","20","Personal Care","657","4","Very satisfied with the service.","5","No","No"
"ORD081099","CUST0009","JioMart","2025-01-14 13:15:58","23","15","Dairy","312","8","Quick and reliable!","5","No","No"
"ORD081100","CUST0001","JioMart","2025-01-14 13:16:40","40","37","Fruits & Vegetables","248","5","Order was okay, nothing special.","5","No","No"
"ORD081101","CUST0002","Blinkit","2025-01-14 13:20:20","26","42","Grocery","524","5","Packaging could be better.","3","Yes","No"
"ORD081102","CUST0001","Blinkit","2025-01-14 13:23:05","24","20","Dairy","237","2","Good quality products.","5","No","No"
"ORD081103","CUST0006","Blinkit","2025-01-14 13:26:04","26","20","Snacks","276","5","Easy to order, loved it!","5","No","No"
"ORD081104","CUST0001","Swiggy Instamart","2025-01-14 13:27:35","30","27","Beverages","519","2","Great value for money.","5","No","No"
"ORD081105","CUST0001","Blinkit","2025-01-14 13:33:32","22","10","Grocery","646","5","Great value for money.","4","No","No"
"ORD081106","CUST0015","Blinkit","2025-01-14 13:35:05","30","28","Personal Care","757","2","Easy to order, loved it!","3","No","No"
"ORD081107","CUST0002","JioMart","2025-01-14 13:36:55","34","31","Fruits & Vegetables","140","5","Delivery person was rude.","2","No","No"
"ORD081108","CUST0146","Blinkit","2025-01-14 13:38:45","39","26","Fruits & Vegetables","200","5","Will definitely order again!","3","No","No"
"ORD081109","CUST0003","Swiggy Instamart","2025-01-14 13:42:07","28","22","Snacks","473","4","Delivery person was rude.","2","No","No"
"ORD081110","CUST0102","Blinkit","2025-01-14 13:43:16","24","18","Dairy","195","5","Delivery was a little slow but acceptable.","5","No","No"
"ORD081111","CUST0003","Blinkit","2025-01-14 13:43:45","29","23","Snacks","386","7","Cold items arrived melted.","3","No","No"
"ORD081112","CUST0071","Swiggy Instamart","2025-01-14 13:43:54","25","34","Snacks","611","7","Product arrived damaged.","2","Yes","Yes"
"ORD081113","CUST0001","Swiggy Instamart","2025-01-14 13:46:50","25","23","Beverages","693","5","Excellent experience!","4","No","No"
"ORD081114","CUST0005","JioMart","2025-01-14 13:49:05","34","30","Personal Care","247","2","Delivery person was rude.","3","No","No"
"ORD081115","CUST0039","JioMart","2025-01-14 13:52:52","27","21","Beverages","651","7","Will definitely order again!","4","No","No"
"ORD081116","CUST0303","Swiggy Instamart","2025-01-14 13:53:55","38","34","Fruits & Vegetables","282","1","Quick and reliable!","4","No","No"
"ORD081117","CUST0005","JioMart","2025-01-14 13:53:56","33","29","Personal Care","469","1","Fast delivery, great service!","3","No","Yes"
"ORD081118","CUST0352","JioMart","2025-01-14 13:54:12","27","24","Snacks","320","8","Very satisfied with the service.","4","No","No"
"ORD081119","CUST0001","Swiggy Instamart","2025-01-14 13:58:23","40","48","Fruits & Vegetables","234","2","Horrible experience, never ordering again.","2","Yes","Yes"
"ORD081120","CUST0070","JioMart","2025-01-14 13:59:07","36","25","Snacks","372","7","Packaging could be better.","5","No","No"
"ORD081121","CUST0001","Blinkit","2025-01-14 14:00:51","28","23","Beverages","626","5","Great value for money.","4","No","No"
"ORD081122","CUST0002","Swiggy Instamart","2025-01-14 14:01:07","33","28","Fruits & Vegetables","484","3","Cold items arrived melted.","3","No","No"
"ORD081123","CUST0002","JioMart","2025-01-14 14:02:35","24","21","Grocery","1165","5","Will definitely order again!","4","No","No"
"ORD081124","CUST0008","Swiggy Instamart","2025-01-14 14:03:43","26","16","Beverages","264","6","Excellent experience!","5","No","No"
"ORD081125","CUST0002","JioMart","2025-01-14 14:05:32","21","34","Grocery","1028","3","Smooth ordering and quick delivery.","4","Yes","No"
"ORD081126","CUST0001","Blinkit","2025-01-14 14:08:20","25","20","Beverages","539","6","Delivery was a little slow but acceptable.","3","No","No"
"ORD081127","CUST0003","Blinkit","2025-01-14 14:08:22","24","20","Beverages","711","4","Very late delivery, not happy.","2","No","No"
"ORD081128","CUST0002","Swiggy Instamart","2025-01-14 14:09:45","42","34","Fruits & Vegetables","194","2","Delivery was a little slow but acceptable.","3","No","No"
"ORD081129","CUST0209","Blinkit","2025-01-14 14:13:14","40","31","Fruits & Vegetables","263","6","Product arrived damaged.","3","No","No"
"ORD081130","CUST1334","JioMart","2025-01-14 14:16:35","19","16","Grocery","968","3","Packaging could be better.","4","No","No"
"ORD081131","CUST0004","Blinkit","2025-01-14 14:17:19","21","13","Dairy","290","4","Very late delivery, not happy.","3","No","No"
"ORD081132","CUST0001","JioMart","2025-01-14 14:18:05","33","27","Beverages","852","5","Will definitely order again!","4","No","No"
"ORD081133","CUST0001","Swiggy Instamart","2025-01-14 14:20:09","33","21","Fruits & Vegetables","113","1","Very late delivery, not happy.","3","No","No"
"ORD081134","CUST0001","Swiggy Instamart","2025-01-14 14:21:10","35","25","Personal Care","603","3","Very late delivery, not happy.","3","No","No"
"ORD081135","CUST0001","Blinkit","2025-01-14 14:24:51","34","41","Fruits & Vegetables","158","4","Product arrived damaged.","2","Yes","Yes"
"ORD081136","CUST0003","Blinkit","2025-01-14 14:28:52","39","34","Fruits & Vegetables","200","2","Decent experience overall.","3","No","No"
"ORD081137","CUST0001","JioMart","2025-01-14 14:29:57","33","30","Personal Care","365","4","Decent experience overall.","4","No","Yes"
"ORD081138","CUST0001","JioMart","2025-01-14 14:31:45","32","29","Personal Care","653","3","Cold items arrived melted.","3","No","No"
"ORD081139","CUST0001","Swiggy Instamart","2025-01-14 14:32:14","22","19","Beverages","1214","5","Cold items arrived melted.","3","No","No"
"ORD081140","CUST0468","Swiggy Instamart","2025-01-14 14:35:06","24","20","Beverages","469","1","Will definitely order again!","4","No","Yes"
"ORD081141","CUST8825","Blinkit","2025-01-14 14:35:55","30","21","Personal Care","292","2","Wrong item delivered.","2","No","No"
"ORD081142","CUST0111","Swiggy Instamart","2025-01-14 14:36:27","25","20","Beverages","390","4","Easy to order, loved it!","3","No","No"
"ORD081143","CUST0017","Swiggy Instamart","2025-01-14 14:37:02","23","15","Snacks","436","6","Excellent experience!","5","No","No"
"ORD081144","CUST0149","JioMart","2025-01-14 14:38:37","23","19","Beverages","448","4","Decent experience overall.","2","No","Yes"
"ORD081145","CUST0001","JioMart","2025-01-14 14:38:45","21","18","Grocery","459","9","Easy to order, loved it!","5","No","No"
"ORD081146","CUST0004","JioMart","2025-01-14 14:39:15","24","22","Grocery","905","7","Great value for money.","5","No","No"
"ORD081147","CUST0001","Swiggy Instamart","2025-01-14 14:46:11","23","42","Grocery","1030","6","Decent experience overall.","3","Yes","No"
"ORD081148","CUST0001","JioMart","2025-01-14 14:46:37","28","24","Snacks","273","3","Order was okay, nothing special.","3","No","Yes"
"ORD081149","CUST0001","Swiggy Instamart","2025-01-14 14:47:05","34","28","Personal Care","646","3","Easy to order, loved it!","4","No","No"
"ORD081150","CUST0001","JioMart","2025-01-14 14:47:45","36","32","Fruits & Vegetables","550","2","Product quality was average.","3","No","No"
"ORD081151","CUST0005","Blinkit","2025-01-14 14:49:16","23","17","Beverages","466","4","Packaging could be better.","3","No","No"
"ORD081152","CUST0587","Blinkit","2025-01-14 14:50:01","33","25","Personal Care","864","4","Decent experience overall.","3","No","No"
"ORD081153","CUST0001","JioMart","2025-01-14 14:50:26","33","38","Beverages","393","5","Order was okay, nothing special.","4","Yes","No"
"ORD081154","CUST0006","JioMart","2025-01-14 14:53:47","31","38","Snacks","335","4","Order was okay, nothing special.","2","Yes","Yes"
"ORD081155","CUST0022","JioMart","2025-01-14 14:54:21","27","18","Dairy","227","1","Product quality was average.","3","No","No"
"ORD081156","CUST0006","JioMart","2025-01-14 14:54:28","24","17","Grocery","464","10","Decent experience overall.","5","No","No"
"ORD081157","CUST0001","Swiggy Instamart","2025-01-14 14:55:15","25","20","Dairy","276","2","Product quality was average.","2","No","Yes"
"ORD081158","CUST0007","Blinkit","2025-01-14 14:56:13","33","25","Snacks","631","5","Fast delivery, great service!","4","No","No"
"ORD081159","CUST0024","Blinkit","2025-01-14 15:02:30","22","14","Dairy","725","2","Easy to order, loved it!","5","No","No"
"ORD081160","CUST0006","JioMart","2025-01-14 15:03:02","20","29","Beverages","262","3","Great value for money.","4","Yes","No"
"ORD081161","CUST0001","JioMart","2025-01-14 15:06:16","26","18","Snacks","380","4","Great value for money.","5","No","No"
"ORD081162","CUST0007","Swiggy Instamart","2025-01-14 15:06:28","31","28","Snacks","917","3","Good quality products.","3","No","No"
"ORD081163","CUST0001","JioMart","2025-01-14 15:06:59","20","3","Grocery","522","4","Very satisfied with the service.","3","No","No"
"ORD081164","CUST0033","Swiggy Instamart","2025-01-14 15:07:13","23","21","Dairy","557","4","Order was okay, nothing special.","5","No","No"
"ORD081165","CUST0001","Blinkit","2025-01-14 15:07:22","24","16","Grocery","549","4","Product quality was average.","3","No","No"
"ORD081166","CUST0001","Blinkit","2025-01-14 15:08:50","34","30","Personal Care","711","2","Great value for money.","5","No","No"
"ORD081167","CUST0001","JioMart","2025-01-14 15:09:06","15","10","Beverages","492","4","Good quality products.","4","No","No"
"ORD081168","CUST0001","Swiggy Instamart","2025-01-14 15:09:48","32","24","Fruits & Vegetables","182","4","Delayed and poor communication.","4","No","No"
"ORD081169","CUST0002","Blinkit","2025-01-14 15:09:53","31","46","Personal Care","401","4","Delivery person was rude.","2","Yes","Yes"
"ORD081170","CUST0002","Blinkit","2025-01-14 15:10:01","22","20","Grocery","900","4","Fast delivery, great service!","4","No","No"
"ORD081171","CUST0001","Blinkit","2025-01-14 15:10:35","33","31","Fruits & Vegetables","330","4","Order was okay, nothing special.","4","No","No"
"ORD081172","CUST0020","Blinkit","2025-01-14 15:11:42","31","24","Snacks","336","4","Great value for money.","3","No","No"
"ORD081173","CUST0001","JioMart","2025-01-14 15:12:02","28","23","Snacks","516","5","Decent experience overall.","3","No","No"
"ORD081174","CUST0001","Blinkit","2025-01-14 15:13:55","29","18","Beverages","818","3","Will definitely order again!","4","No","No"
"ORD081175","CUST0022","Blinkit","2025-01-14 15:16:05","25","18","Snacks","628","5","Decent experience overall.","3","No","No"
"ORD081176","CUST0003","Blinkit","2025-01-14 15:17:57","22","20","Grocery","838","4","Good quality products.","4","No","No"
"ORD081177","CUST0001","Blinkit","2025-01-14 15:22:38","26","15","Snacks","415","8","Wrong item delivered.","1","No","No"
"ORD081178","CUST0070","Blinkit","2025-01-14 15:24:55","29","22","Beverages","778","6","Smooth ordering and quick delivery.","4","No","No"
"ORD081179","CUST1722","Swiggy Instamart","2025-01-14 15:25:05","26","23","Snacks","504","9","Easy to order, loved it!","5","No","No"
"ORD081180","CUST0001","Swiggy Instamart","2025-01-14 15:26:42","25","29","Snacks","376","6","Smooth ordering and quick delivery.","4","Yes","No"
"ORD081181","CUST0002","JioMart","2025-01-14 15:27:01","29","22","Beverages","335","3","Decent experience overall.","4","No","No"
"ORD081182","CUST0002","Swiggy Instamart","2025-01-14 15:27:52","29","18","Beverages","213","5","Will definitely order again!","5","No","No"
"ORD081183","CUST0015","JioMart","2025-01-14 15:28:33","25","40","Beverages","307","6","Decent experience overall.","3","Yes","No"
"ORD081184","CUST0003","JioMart","2025-01-14 15:29:15","28","25","Dairy","462","2","Delayed and poor communication.","2","No","No"
"ORD081185","CUST0031","Swiggy Instamart","2025-01-14 15:29:33","23","19","Snacks","414","6","Smooth ordering and quick delivery.","3","No","No"
"ORD081186","CUST0001","Blinkit","2025-01-14 15:34:26","36","66","Fruits & Vegetables","627","4","Great value for money.","2","Yes","Yes"
"ORD081187","CUST0043","Blinkit","2025-01-14 15:35:08","42","38","Fruits & Vegetables","616","5","Good quality products.","4","No","No"
"ORD081188","CUST0012","JioMart","2025-01-14 15:38:44","39","33","Fruits & Vegetables","110","6","Packaging could be better.","2","No","No"
"ORD081189","CUST0001","Swiggy Instamart","2025-01-14 15:39:23","29","22","Snacks","254","6","Packaging could be better.","3","No","No"
"ORD081190","CUST0001","Swiggy Instamart","2025-01-14 15:43:07","24","22","Beverages","128","5","Quick and reliable!","4","No","No"
"ORD081191","CUST0001","JioMart","2025-01-14 15:43:20","27","20","Beverages","645","10","Good quality products.","4","No","No"
"ORD081192","CUST0005","JioMart","2025-01-14 15:44:01","34","22","Fruits & Vegetables","298","4","Order was okay, nothing special.","3","No","No"
"ORD081193","CUST0001","Swiggy Instamart","2025-01-14 15:44:15","19","11","Dairy","329","8","Great value for money.","4","No","Yes"
"ORD081194","CUST0001","Swiggy Instamart","2025-01-14 15:47:58","31","26","Beverages","462","3","Product quality was average.","3","No","No"
"ORD081195","CUST0003","Swiggy Instamart","2025-01-14 15:48:35","18","11","Grocery","562","3","Great value for money.","5","No","No"
"ORD081196","CUST0002","JioMart","2025-01-14 15:49:31","32","43","Fruits & Vegetables","215","4","Product arrived damaged.","2","Yes","Yes"
"ORD081197","CUST0001","Blinkit","2025-01-14 15:49:42","28","20","Snacks","431","4","Fast delivery, great service!","3","No","No"
"ORD081198","CUST0001","Blinkit","2025-01-14 15:54:50","30","24","Personal Care","812","3","Packaging could be better.","3","No","No"
"ORD081199","CUST0031","Blinkit","2025-01-14 15:55:10","23","11","Dairy","287","4","Delivery was a little slow but acceptable.","4","No","No"
"ORD081200","CUST0004","JioMart","2025-01-14 15:56:40","18","13","Dairy","307","3","Smooth ordering and quick delivery.","3","No","No"
"ORD081201","CUST0001","Swiggy Instamart","2025-01-14 16:01:31","29","21","Snacks","379","6","Quick and reliable!","4","No","No"
"ORD081202","CUST0043","Blinkit","2025-01-14 16:01:45","31","26","Personal Care","283","7","Delivery was a little slow but acceptable.","3","No","No"
"ORD081203","CUST0001","JioMart","2025-01-14 16:02:02","36","33","Personal Care","650","3","Fast delivery, great service!","5","No","No"
"ORD081204","CUST0016","JioMart","2025-01-14 16:02:16","27","20","Beverages","156","1","Product arrived damaged.","1","No","No"
"ORD081205","CUST0001","JioMart","2025-01-14 16:04:51","25","23","Dairy","501","6","Very satisfied with the service.","5","No","No"
"ORD081206","CUST0002","Blinkit","2025-01-14 16:06:04","36","33","Personal Care","1122","3","Packaging could be better.","3","No","No"
"ORD081207","CUST0003","JioMart","2025-01-14 16:06:45","24","18","Grocery","942","4","Fast delivery, great service!","5","No","No"
"ORD081208","CUST0001","JioMart","2025-01-14 16:08:08","31","23","Beverages","400","5","Will definitely order again!","5","No","No"
"ORD081209","CUST0001","JioMart","2025-01-14 16:12:56","25","22","Beverages","284","6","Delivery was a little slow but acceptable.","3","No","No"
"ORD081210","CUST0018","JioMart","2025-01-14 16:13:23","35","50","Personal Care","1241","3","Easy to order, loved it!","2","Yes","Yes"
"ORD081211","CUST0052","JioMart","2025-01-14 16:13:59","21","17","Beverages","500","3","Smooth ordering and quick delivery.","5","No","No"
"ORD081212","CUST0002","Swiggy Instamart","2025-01-14 16:14:41","20","25","Beverages","124","4","Order was okay, nothing special.","2","Yes","No"
"ORD081213","CUST0008","JioMart","2025-01-14 16:14:47","27","43","Grocery","1044","5","Easy to order, loved it!","3","Yes","No"
"ORD081214","CUST0002","JioMart","2025-01-14 16:15:15","26","15","Snacks","302","3","Excellent experience!","5","No","No"
"ORD081215","CUST0003","JioMart","2025-01-14 16:16:54","34","32","Fruits & Vegetables","275","5","Items missing from order.","2","No","Yes"
"ORD081216","CUST0001","Blinkit","2025-01-14 16:20:22","27","22","Beverages","362","3","Product quality was average.","3","No","No"
"ORD081217","CUST0011","JioMart","2025-01-14 16:20:24","26","19","Beverages","597","3","Order was okay, nothing special.","5","No","No"
"ORD081218","CUST0002","Swiggy Instamart","2025-01-14 16:21:33","32","23","Fruits & Vegetables","161","3","Not fresh, disappointed.","3","No","No"
"ORD081219","CUST0001","Blinkit","2025-01-14 16:22:46","24","21","Beverages","789","4","Fast delivery, great service!","4","No","No"
"ORD081220","CUST0002","JioMart","2025-01-14 16:22:49","28","23","Grocery","483","2","Good quality products.","5","No","No"
"ORD081221","CUST0011","Blinkit","2025-01-14 16:24:59","36","32","Fruits & Vegetables","391","3","Product arrived damaged.","5","No","No"
"ORD081222","CUST0003","Swiggy Instamart","2025-01-14 16:26:28","39","31","Fruits & Vegetables","139","3","Good quality products.","5","No","No"
"ORD081223","CUST0001","Blinkit","2025-01-14 16:27:18","25","21","Grocery","574","4","Delivery person was rude.","3","No","No"
"ORD081224","CUST0004","JioMart","2025-01-14 16:28:31","27","41","Snacks","696","3","Excellent experience!","3","Yes","No"
"ORD081225","CUST0001","JioMart","2025-01-14 16:29:32","23","17","Grocery","438","6","Not fresh, disappointed.","3","No","No"
"ORD081226","CUST0023","JioMart","2025-01-14 16:29:47","31","24","Personal Care","497","2","Delayed and poor communication.","4","No","No"
"ORD081227","CUST0002","Blinkit","2025-01-14 16:31:06","31","29","Personal Care","537","3","Excellent experience!","5","No","No"
"ORD081228","CUST0001","JioMart","2025-01-14 16:32:04","30","25","Beverages","229","5","Packaging could be better.","3","No","No"
"ORD081229","CUST0005","Blinkit","2025-01-14 16:32:50","13","6","Grocery","533","6","Delivery was a little slow but acceptable.","5","No","No"
"ORD081230","CUST0003","Swiggy Instamart","2025-01-14 16:34:52","37","35","Personal Care","588","4","Quick and reliable!","5","No","No"
"ORD081231","CUST0068","JioMart","2025-01-14 16:35:28","24","21","Snacks","126","3","Product quality was average.","2","No","No"
"ORD081232","CUST0002","JioMart","2025-01-14 16:36:52","39","51","Personal Care","322","3","Delivery was a little slow but acceptable.","2","Yes","No"
"ORD081233","CUST0011","JioMart","2025-01-14 16:37:14","18","4","Beverages","525","8","Smooth ordering and quick delivery.","3","No","No"
"ORD081234","CUST0008","JioMart","2025-01-14 16:37:54","18","7","Grocery","388","3","Product quality was average.","3","No","No"
"ORD081235","CUST0001","Blinkit","2025-01-14 16:38:03","28","21","Grocery","940","5","Quick and reliable!","5","No","No"
